Specialite;nbrDem1;nbrDem2
1027;Belarus;Mazyr
1028;Belarus;Salihorsk
1029;Belarus;Maladzyechna
1030;Belarus;Navapolatsk
1031;Belarus;Barysaw
1032;Belarus;Lida
1033;Belarus;Polatsk
1034;Belarus;Zhlobin
1035;Belarus;Svyetlahorsk
1036;Belarus;Slutsk
1037;Belarus;Zhodzina
1038;Belarus;Slonim
1039;Belarus;Kobryn
1040;Belarus;Vawkavysk
1041;Belarus;Kalinkavichy
1042;Belarus;Asipovichy
1043;Belarus;Horki
1044;Belarus;Navahrudak
1045;Belarus;Vilyeyka
1046;Belarus;Byaroza
1047;Belarus;Krychaw
1048;Belarus;Dzyarzhynsk
1049;Belarus;Hlybokaye
1050;Belarus;Pastavy
1051;Belarus;Mar'ina Horka
1052;Belarus;Pruzhany
1053;Belarus;Dobrush
1054;Belarus;Bykhaw
1055;Belarus;Masty
1056;Belarus;Klimavichy
1057;Belarus;Ashmyany
1058;Belarus;Zhytkavichy
1059;Belarus;Ivanava
1060;Belarus;Zaslawye
1061;Belarus;Shklow
1062;Belarus;Drahichyn
1063;Belarus;Haradok
1064;Belarus;Fanipol
1065;Belarus;Nyasvizh
1066;Belarus;Smalyavichy
1067;Belarus;Braslaw
1068;Belarus;Kastsyukovichy
1069;Belarus;Chashniki
1070;Belarus;Talachyn
1071;Belarus;Chavusi
1072;Belarus;Zhabinka
1073;Belarus;Beloozersk
1074;Belarus;Miyory
1075;Belarus;Kostyukovka
1076;Belarus;Pyetrykaw
1077;Belarus;Stolin
1078;Belarus;Staryya Darohi
1079;Belarus;Myadzyel
1080;Belarus;Syanno
1081;Belarus;Valozhyn
1082;Belarus;Malaryta
1083;Belarus;Klyetsk
1084;Belarus;Vyetka
1085;Belarus;Dzyatlava
1086;Belarus;Dokshytsy
1087;Belarus;Cherykaw
1088;Belarus;Karelichy
1089;Belarus;David-Gorodok
1090;Belarus;Sharkowshchyna
1091;Belarus;Slawharad
1092;Belarus;Vishnevo
1093;Belarus;Rakov
1094;Belarus;Starobin
1095;Belarus;Ivenets
1096;Belarus;Vasilevichi
1097;Belarus;Vysokoye
1098;Belarus;Konstantinovo
1099;Belarus;Krevo
1100;Belarus;Disna
1101;Belarus;Kossovo
1102;Belarus;Boruny
1103;Belarus;Mir
1104;Belarus;Zhirovichi
1105;Belarus;Druya
1106;Belarus;Ratomka
1107;Belarus;Shelkovo
1108;Belgium;Brussels
1109;Belgium;Antwerp
1110;Belgium;Gent
1111;Belgium;Charleroi
1112;Belgium;Liege
1113;Belgium;Brugge
1114;Belgium;Namur
1115;Belgium;Leuven
1116;Belgium;Mons
1117;Belgium;Aalst
1118;Belgium;Mechelen
1119;Belgium;La Louviere
1120;Belgium;Kortrijk
1121;Belgium;Hasselt
1122;Belgium;Oostende
1123;Belgium;Sint-Niklaas
1124;Belgium;Tournai
1125;Belgium;Genk
1126;Belgium;Seraing
1127;Belgium;Roeselare
1128;Belgium;Verviers
1129;Belgium;Mouscron
1130;Belgium;Beveren
1131;Belgium;Dendermonde
1132;Belgium;Beringen
1133;Belgium;Turnhout
1134;Belgium;Dilbeek
1135;Belgium;Heist-op-den-Berg
1136;Belgium;Sint-Truiden
1137;Belgium;Lokeren
1138;Belgium;Brasschaat
1139;Belgium;Vilvoorde
1140;Belgium;Herstal
1141;Belgium;Maasmechelen
1142;Belgium;Waregem
1143;Belgium;Chatelet
1144;Belgium;Ieper
1145;Belgium;Ninove
1146;Belgium;Geel
1147;Belgium;Halle
1148;Belgium;Hoboken
1149;Belgium;Knokke-Heist
1150;Belgium;Schoten
1151;Belgium;Grimbergen
1152;Belgium;Mol
1153;Belgium;Wavre
1154;Belgium;Binche
1155;Belgium;Lommel
1156;Belgium;Menen
1157;Belgium;Tienen
1158;Belgium;Evergem
1159;Belgium;Wevelgem
1160;Belgium;Geraardsbergen
1161;Belgium;Sint-Pieters-Leeuw
1162;Belgium;Tongeren
1163;Belgium;Bilzen
1164;Belgium;Louvain-la-Neuve
1165;Belgium;Courcelles
1166;Belgium;Asse
1167;Belgium;Waterloo
1168;Belgium;Zaventem
1169;Belgium;Oudenaarde
1170;Belgium;Deinze
1171;Belgium;Aarschot
1172;Belgium;Ans
1173;Belgium;Ath
1174;Belgium;Kapellen
1175;Belgium;Izegem
1176;Belgium;Arlon
1177;Belgium;Temse
1178;Belgium;Harelbeke
1179;Belgium;Herentals
1180;Belgium;Brecht
1181;Belgium;Flemalle-Haute
1182;Belgium;Soignies
1183;Belgium;Lanaken
1184;Belgium;Mortsel
1185;Belgium;Zottegem
1186;Belgium;Ronse
1187;Belgium;Nivelles
1188;Belgium;Andenne
1189;Belgium;Maaseik
1190;Belgium;Oupeye
1191;Belgium;Overijse
1192;Belgium;Zwevegem
1193;Belgium;Beersel
1194;Belgium;Wetteren
1195;Belgium;Hamme
1196;Belgium;Willebroek
1197;Belgium;Saint-Nicolas
1198;Belgium;Westerlo
1199;Belgium;Diest
1200;Belgium;Saint-Ghislain
1201;Belgium;Manage
1202;Belgium;Maldegem
1203;Belgium;Fleurus
1204;Belgium;Merelbeke
1205;Belgium;Zedelgem
1206;Belgium;Tubize
1207;Belgium;Edegem
1208;Belize;Belize City
1209;Belize;San Ignacio
1210;Belize;Orange Walk
1211;Belize;Belmopan
1212;Belize;Dangriga
1213;Belize;Corozal
1214;Belize;San Pedro
1215;Belize;Benque Viejo del Carmen
1216;Belize;Punta Gorda
1217;Belize;Valley of Peace
1218;Benin;Cotonou
1219;Benin;Abomey-Calavi
1220;Benin;Porto-Novo
1221;Benin;Djougou
1222;Benin;Parakou
1223;Benin;Bohicon
1224;Benin;Kandi
1225;Benin;Lokossa
1226;Benin;Ouidah
1227;Benin;Abomey
1228;Benin;Natitingou
1229;Benin;Save
1230;Benin;Nikki
1231;Benin;Dogbo
1232;Benin;Cove
1233;Benin;Malanville
1234;Benin;Pobe
1235;Benin;Savalou
1236;Benin;Sakete
1237;Benin;Come
1238;Benin;Bembereke
1239;Benin;Bassila
1240;Benin;Banikoara
1241;Benin;Ketou
1242;Benin;Dassa-Zoume
1243;Benin;Tchaourou
1244;Benin;Allada
1245;Benin;Aplahoue
1246;Benin;Tanguieta
1247;Benin;Beterou
1248;Benin;Grand-Popo
1249;Bhutan;Thimphu
1250;Bhutan;Phuntsholing
1251;Bhutan;Pajo
1252;Bhutan;Tashi Yangtse
1253;Bhutan;Mongar
1254;Bhutan;Tongsa
1255;Bhutan;Daga
1256;Bhutan;Paro
1257;Bhutan;Ha
1258;Bhutan;Panbang
1259;Bhutan;Tashigang
1260;Bhutan;Shemgang
1261;Bhutan;Nganglam
1262;Bhutan;Daifam
1263;Bhutan;Bhangtar
1264;Bhutan;Wamrong
1265;Bolivia;Santa Cruz de la Sierra
1266;Bolivia;Cochabamba
1267;Bolivia;La Paz
1268;Bolivia;Sucre
1269;Bolivia;Oruro
1270;Bolivia;Tarija
1271;Bolivia;Potosi
1272;Bolivia;Montero
1273;Bolivia;Trinidad
1274;Bolivia;Yacuiba
1275;Bolivia;Riberalta
1276;Bolivia;Guayaramerin
1277;Bolivia;Villazon
1278;Bolivia;Llallagua
1279;Bolivia;Camiri
1280;Bolivia;Cobija
1281;Bolivia;San Ignacio de Velasco
1282;Bolivia;Tupiza
1283;Bolivia;Warnes
1284;Bolivia;San Borja
1285;Bolivia;Villamontes
1286;Bolivia;Cotoca
1287;Bolivia;Villa Yapacani
1288;Bolivia;Santiago del Torno
1289;Bolivia;Huanuni
1290;Bolivia;Punata
1291;Bolivia;Ascension
1292;Bolivia;Mineros
1293;Bolivia;Patacamaya
1294;Bolivia;Colchani
1295;Bolivia;Rurrenabaque
1296;Bolivia;Portachuelo
1297;Bolivia;Puerto Quijarro
1298;Bolivia;Uyuni
1299;Bolivia;Robore
1300;Bolivia;Pailon
1301;Bolivia;Cliza
1302;Bolivia;Achacachi
1303;Bolivia;Vallegrande
1304;Bolivia;Monteagudo
1305;Bolivia;Aiquile
1306;Bolivia;Tarata
1307;Bolivia;Challapata
1308;Bolivia;San Julian
1309;Bolivia;Reyes
1310;Bolivia;Concepcion
1311;Bolivia;San Ramon
1312;Bolivia;San Matias
1313;Bolivia;La Belgica
1314;Bolivia;Capinota
1315;Bolivia;Chimore
1316;Bolivia;San Pedro
1317;Bolivia;Okinawa Numero Uno
1318;Bolivia;Betanzos
1319;Bolivia;Camargo
1320;Bolivia;Copacabana
1321;Bolivia;Santa Rosa
1322;Bolivia;Comarapa
1323;Bolivia;San Ramon
1324;Bolivia;Mairana
1325;Bolivia;Buena Vista
1326;Bolivia;San Carlos
1327;Bolivia;Jorochito
1328;Bolivia;Colquiri
1329;Bolivia;Colomi
1330;Bolivia;Arani
1331;Bolivia;Sipe Sipe
1332;Bolivia;San Juan del Surutu
1333;Bolivia;Huatajata
1334;Bolivia;Limoncito
1335;Bolivia;Samaipata
1336;Bolivia;Urubicha
1337;Bolivia;San Pablo
1338;Bolivia;Lahuachaca
1339;Bolivia;Boyuibe
1340;Bolivia;Los Negros
1341;Bolivia;Tiahuanaco
1342;Bolivia;Charagua
1343;Bolivia;San Pedro
1344;Bolivia;Irpa Irpa
1345;Bolivia;Chulumani
1346;Bolivia;Padilla
1347;Bolivia;Mizque
1348;Bolivia;Entre Rios
1349;Bolivia;Puesto de Pailas
1350;Bolivia;Mapiri
1351;Bolivia;Isla del Sol
1352;Bolivia;Santa Rita
1353;Bolivia;Santa Barbara
1354;Bolivia;Tarabuco
1355;Bolivia;Abapo
1356;Bolivia;Quime
1357;Bolivia;Tomas Barron
1358;Bolivia;Coroico
1359;Bolivia;Sorata
1360;Bolivia;Coripata
1361;Bolivia;Machacamarca
1362;Bolivia;Viloco
1363;Bolivia;Atocha
1364;Bolivia;Poopo
1365;Bosnia and Herzegovina;Sarajevo
1366;Bosnia and Herzegovina;Banja Luka
1367;Bosnia and Herzegovina;Zenica
1368;Bosnia and Herzegovina;Tuzla
1369;Bosnia and Herzegovina;Mostar
1370;Bosnia and Herzegovina;Bihac
1371;Bosnia and Herzegovina;Bugojno
1372;Bosnia and Herzegovina;Brcko
1373;Bosnia and Herzegovina;Bijeljina
1374;Bosnia and Herzegovina;Prijedor
1375;Bosnia and Herzegovina;Trebinje
1376;Bosnia and Herzegovina;Travnik
1377;Bosnia and Herzegovina;Doboj
1378;Bosnia and Herzegovina;Cazin
1379;Bosnia and Herzegovina;Velika Kladusa
1380;Bosnia and Herzegovina;Visoko
1381;Bosnia and Herzegovina;Gorazde
1382;Bosnia and Herzegovina;Konjic
1383;Bosnia and Herzegovina;Gracanica
1384;Bosnia and Herzegovina;Gradacac
1385;Bosnia and Herzegovina;Bosanska Krupa
1386;Bosnia and Herzegovina;Mrkonjic Grad
1387;Bosnia and Herzegovina;Foca
1388;Bosnia and Herzegovina;Zavidovici
1389;Bosnia and Herzegovina;Zivinice
1390;Bosnia and Herzegovina;Sanski Most
1391;Bosnia and Herzegovina;Bosanska Gradiska
1392;Bosnia and Herzegovina;Bileca
1393;Bosnia and Herzegovina;Kakanj
1394;Bosnia and Herzegovina;Livno
1395;Bosnia and Herzegovina;Odzak
1396;Bosnia and Herzegovina;Stijena
1397;Bosnia and Herzegovina;Sipovo
1398;Bosnia and Herzegovina;Prozor
1399;Bosnia and Herzegovina;Novi Travnik
1400;Bosnia and Herzegovina;Ljubuski
1401;Bosnia and Herzegovina;Bosanska Dubica
1402;Bosnia and Herzegovina;Derventa
1403;Bosnia and Herzegovina;Jajce
1404;Bosnia and Herzegovina;Todorovo
1405;Bosnia and Herzegovina;Siroki Brijeg
1406;Bosnia and Herzegovina;Bosanski Brod
1407;Bosnia and Herzegovina;Bosanski Novi
1408;Bosnia and Herzegovina;Sokolac
1409;Bosnia and Herzegovina;Mionica
1410;Bosnia and Herzegovina;Zepce
1411;Bosnia and Herzegovina;Kiseljak
1412;Bosnia and Herzegovina;Potoci
1413;Bosnia and Herzegovina;Fojnica
1414;Bosnia and Herzegovina;Milici
1415;Bosnia and Herzegovina;Vogosca
1416;Bosnia and Herzegovina;Vitez
1417;Bosnia and Herzegovina;Zvornik
1418;Bosnia and Herzegovina;Donji Vakuf
1419;Bosnia and Herzegovina;Capljina
1420;Bosnia and Herzegovina;Tomislavgrad
1421;Bosnia and Herzegovina;Stolac
1422;Bosnia and Herzegovina;Trn
1423;Bosnia and Herzegovina;Tesanj
1424;Bosnia and Herzegovina;Pale
1425;Bosnia and Herzegovina;Maglaj
1426;Bosnia and Herzegovina;Srbac
1427;Bosnia and Herzegovina;Nevesinje
1428;Bosnia and Herzegovina;Divicani
1429;Bosnia and Herzegovina;Kljuc
1430;Bosnia and Herzegovina;Buzim
1431;Bosnia and Herzegovina;Banovici
1432;Bosnia and Herzegovina;Vares
1433;Bosnia and Herzegovina;Hadzici
1434;Bosnia and Herzegovina;Prnjavor
1435;Bosnia and Herzegovina;Gornji Vakuf
1436;Bosnia and Herzegovina;Skender Vakuf
1437;Bosnia and Herzegovina;Vrnograc
1438;Bosnia and Herzegovina;Kladanj
1439;Bosnia and Herzegovina;Srebrenik
1440;Bosnia and Herzegovina;Celinac
1441;Bosnia and Herzegovina;Podzvizd
1442;Bosnia and Herzegovina;Trzacka Rastela
1443;Bosnia and Herzegovina;Otoka
1444;Bosnia and Herzegovina;Tojsici
1445;Bosnia and Herzegovina;Varoska Rijeka
1446;Bosnia and Herzegovina;Pecigrad
1447;Bosnia and Herzegovina;Omarska
1448;Bosnia and Herzegovina;Laktasi
1449;Bosnia and Herzegovina;Gromiljak
1450;Bosnia and Herzegovina;Kovaci
1451;Bosnia and Herzegovina;Teslic
1452;Bosnia and Herzegovina;Sekovici
1453;Bosnia and Herzegovina;Jablanica
1454;Bosnia and Herzegovina;Visegrad
1455;Bosnia and Herzegovina;Mala Kladusa
1456;Bosnia and Herzegovina;Kalenderovci Donji
1457;Bosnia and Herzegovina;Ilijas
1458;Bosnia and Herzegovina;Gostovici
1459;Bosnia and Herzegovina;Podhum
1460;Bosnia and Herzegovina;Crnici
1461;Bosnia and Herzegovina;Zeljezno Polje
1462;Bosnia and Herzegovina;Citluk
1463;Bosnia and Herzegovina;Blatnica
1464;Bosnia and Herzegovina;Tesanjka
1465;Brazil;Sao Paulo
1466;Brazil;Rio de Janeiro
1467;Brazil;Salvador
1468;Brazil;Fortaleza
1469;Brazil;Belo Horizonte
1470;Brazil;Brasilia
1471;Brazil;Curitiba
1472;Brazil;Manaus
1473;Brazil;Recife
1474;Brazil;Belem
1475;Brazil;Porto Alegre
1476;Brazil;Goiania
1477;Brazil;Guarulhos
1478;Brazil;Campinas
1479;Brazil;Nova Iguacu
1480;Brazil;Maceio
1481;Brazil;Sao Luis
1482;Brazil;Duque de Caxias
1483;Brazil;Natal
1484;Brazil;Teresina
1485;Brazil;Sao Bernardo do Campo
1486;Brazil;Campo Grande
1487;Brazil;Jaboatao
1488;Brazil;Osasco
1489;Brazil;Santo Andre
1490;Brazil;Joao Pessoa
1491;Brazil;Jaboatao dos Guararapes
1492;Brazil;Contagem
1493;Brazil;Sao Jose dos Campos
1494;Brazil;Uberlandia
1495;Brazil;Sorocaba
1496;Brazil;Ribeirao Preto
1497;Brazil;Cuiaba
1498;Brazil;Aracaju
1499;Brazil;Feira de Santana
1500;Brazil;Londrina
1501;Brazil;Juiz de Fora
1502;Brazil;Belford Roxo
1503;Brazil;Joinville
1504;Brazil;Niteroi
1505;Brazil;Sao Joao de Meriti
1506;Brazil;Ananindeua
1507;Brazil;Florianopolis
1508;Brazil;Santos
1509;Brazil;Ribeirao das Neves
1510;Brazil;Vila Velha
1511;Brazil;Serra
1512;Brazil;Diadema
1513;Brazil;Campos
1514;Brazil;Maua
1515;Brazil;Betim
1516;Brazil;Caxias do Sul
1517;Brazil;Sao Jose do Rio Preto
1518;Brazil;Olinda
1519;Brazil;Carapicuiba
1520;Brazil;Campina Grande
1521;Brazil;Piracicaba
1522;Brazil;Macapa
1523;Brazil;Itaquaquecetuba
1524;Brazil;Bauru
1525;Brazil;Montes Claros
1526;Brazil;Canoas
1527;Brazil;Moji das Cruzes
1528;Brazil;Sao Vicente
1529;Brazil;Jundiai
1530;Brazil;Pelotas
1531;Brazil;Anapolis
1532;Brazil;Vitoria
1533;Brazil;Maringa
1534;Brazil;Guaruja
1535;Brazil;Porto Velho
1536;Brazil;Franca
1537;Brazil;Blumenau
1538;Brazil;Foz do Iguacu
1539;Brazil;Ponta Grossa
1540;Brazil;Paulista
1541;Brazil;Limeira
1542;Brazil;Viamao
1543;Brazil;Suzano
1544;Brazil;Caucaia
1545;Brazil;Petropolis
1546;Brazil;Uberaba
1547;Brazil;Rio Branco
1548;Brazil;Cascavel
1549;Brazil;Novo Hamburgo
1550;Brazil;Vitoria da Conquista
1551;Brazil;Barueri
1552;Brazil;Taubate
1553;Brazil;Governador Valadares
1554;Brazil;Praia Grande
1555;Brazil;Varzea Grande
1556;Brazil;Volta Redonda
1557;Brazil;Santa Maria
1558;Brazil;Santa Luzia
1559;Brazil;Gravatai
1560;Brazil;Caruaru
1561;Brazil;Boa Vista
1562;Brazil;Ipatinga
1563;Brazil;Sumare
1564;Brazil;Juazeiro do Norte
1565;United Kingdom;London
1566;United Kingdom;Birmingham
1567;United Kingdom;Glasgow
1568;United Kingdom;Liverpool
1569;United Kingdom;Leeds
1570;United Kingdom;Sheffield
1571;United Kingdom;Edinburgh
1572;United Kingdom;Bristol
1573;United Kingdom;Manchester
1574;United Kingdom;Leicester
1575;United Kingdom;Coventry
1576;United Kingdom;Kingston upon Hull
1577;United Kingdom;Cardiff
1578;United Kingdom;Bradford
1579;United Kingdom;Belfast
1580;United Kingdom;Stoke-on-Trent
1581;United Kingdom;Wolverhampton
1582;United Kingdom;Plymouth
1583;United Kingdom;Nottingham
1584;United Kingdom;Southampton
1585;United Kingdom;Reading
1586;United Kingdom;Derby
1587;United Kingdom;Dudley
1588;United Kingdom;Northampton
1589;United Kingdom;Portsmouth
1590;United Kingdom;Luton
1591;United Kingdom;Newcastle upon Tyne
1592;United Kingdom;Preston
1593;United Kingdom;Milton Keynes
1594;United Kingdom;Aberdeen
1595;United Kingdom;Sunderland
1596;United Kingdom;Norwich
1597;United Kingdom;Walsall
1598;United Kingdom;Swansea
1599;United Kingdom;Bournemouth
1600;United Kingdom;Southend-on-Sea
1601;United Kingdom;Swindon
1602;United Kingdom;Oxford
1603;United Kingdom;Dundee
1604;United Kingdom;Poole
1605;United Kingdom;Huddersfield
1606;United Kingdom;York
1607;United Kingdom;Ipswich
1608;United Kingdom;Blackpool
1609;United Kingdom;Middlesbrough
1610;United Kingdom;Bolton
1611;United Kingdom;Peterborough
1612;United Kingdom;Stockport
1613;United Kingdom;Brighton
1614;United Kingdom;West Bromwich
1615;United Kingdom;Slough
1616;United Kingdom;Gloucester
1617;United Kingdom;Cambridge
1618;United Kingdom;Watford
1619;United Kingdom;Rotherham
1620;United Kingdom;Newport
1621;United Kingdom;Exeter
1622;United Kingdom;Eastbourne
1623;United Kingdom;Colchester
1624;United Kingdom;Crawley
1625;United Kingdom;Sutton Coldfield
1626;United Kingdom;Blackburn
1627;United Kingdom;Oldham
1628;United Kingdom;Woking
1629;United Kingdom;Cheltenham
1630;United Kingdom;Chelmsford
1631;United Kingdom;Saint Helens
1632;United Kingdom;Basildon
1633;United Kingdom;Gillingham
1634;United Kingdom;Worcester
1635;United Kingdom;Worthing
1636;United Kingdom;Rochdale
1637;United Kingdom;Basingstoke
1638;United Kingdom;Solihull
1639;United Kingdom;Harlow
1640;United Kingdom;Bath
1641;United Kingdom;Southport
1642;United Kingdom;Maidstone
1643;United Kingdom;Lincoln
1644;United Kingdom;Hastings
1645;United Kingdom;Darlington
1646;United Kingdom;Londonderry County Borough
1647;United Kingdom;Harrogate
1648;United Kingdom;Hartlepool
1649;United Kingdom;Bedford
1650;United Kingdom;Hemel Hempstead
1651;United Kingdom;Stevenage
1652;United Kingdom;Saint Albans
1653;United Kingdom;South Shields
1654;United Kingdom;Weston-super-Mare
1655;United Kingdom;Halifax
1656;United Kingdom;Birkenhead
1657;United Kingdom;Chester
1658;United Kingdom;Warrington
1659;United Kingdom;Wigan
1660;United Kingdom;High Wycombe
1661;United Kingdom;Stockton-on-Tees
1662;United Kingdom;Wakefield
1663;United Kingdom;Gateshead
1664;United Kingdom;Lisburn
1665;Brunei;Bandar Seri Begawan
1666;Brunei;Kuala Belait
1667;Brunei;Seria
1668;Brunei;Tutong
1669;Brunei;Bangar
1670;Bulgaria;Sofia
1671;Bulgaria;Plovdiv
1672;Bulgaria;Varna
1673;Bulgaria;Burgas
1674;Bulgaria;Ruse
1675;Bulgaria;Stara Zagora
1676;Bulgaria;Pleven
1677;Bulgaria;Sliven
1678;Bulgaria;Dobrich
1679;Bulgaria;Shumen
1680;Bulgaria;Pernik
1681;Bulgaria;Yambol
1682;Bulgaria;Khaskovo
1683;Bulgaria;Pazardzhik
1684;Bulgaria;Gabrovo
1685;Bulgaria;Blagoevgrad
1686;Bulgaria;Veliko Turnovo
1687;Bulgaria;Gabrovo
1688;Bulgaria;Vratsa
1689;Bulgaria;Tonchevtsi
1690;Bulgaria;Kazanluk
1691;Bulgaria;Vidin
1692;Bulgaria;Asenovgrad
1693;Bulgaria;Kyustendil
1694;Bulgaria;Montana
1695;Bulgaria;Dimitrovgrad
1696;Bulgaria;Lovech
1697;Bulgaria;Silistra
1698;Bulgaria;Razgrad
1699;Bulgaria;Turgovishte
1700;Bulgaria;Dupnitsa
1701;Bulgaria;Svishtov
1702;Bulgaria;Smolyan
1703;Bulgaria;Petrich
1704;Bulgaria;Samokov
1705;Bulgaria;Lom
1706;Bulgaria;Sandanski
1707;Bulgaria;Sevlievo
1708;Bulgaria;Nova Zagora
1709;Bulgaria;Velingrad
1710;Bulgaria;Cherven Bryag
1711;Bulgaria;Troyan
1712;Bulgaria;Aytos
1713;Bulgaria;Botevgrad
1714;Bulgaria;Gotse Delchev
1715;Bulgaria;Karlovo
1716;Bulgaria;Karnobat
1717;Bulgaria;Panagyurishte
1718;Bulgaria;Svilengrad
1719;Bulgaria;Kharmanli
1720;Bulgaria;Peshtera
1721;Bulgaria;Chirpan
1722;Bulgaria;Popovo
1723;Bulgaria;Rakovski
1724;Bulgaria;Berkovitsa
1725;Bulgaria;Radomir
1726;Bulgaria;Kozloduy
1727;Bulgaria;Radnevo
1728;Bulgaria;Ikhtiman
1729;Bulgaria;Tryavna
1730;Bulgaria;Provadiya
1731;Bulgaria;Pomorie
1732;Bulgaria;Byala Slatina
1733;Bulgaria;Novi Pazar
1734;Bulgaria;Balchik
1735;Bulgaria;Razlog
1736;Bulgaria;Pavlikeni
1737;Bulgaria;Kostinbrod
1738;Bulgaria;Stamboliyski
1739;Bulgaria;Mezdra
1740;Bulgaria;Levski
1741;Bulgaria;Kavarna
1742;Bulgaria;Elkhovo
1743;Bulgaria;Etropole
1744;Bulgaria;Teteven
1745;Bulgaria;Tutrakan
1746;Bulgaria;Lukovit
1747;Bulgaria;Belene
1748;Bulgaria;Isperikh
1749;Bulgaria;Sredets
1750;Bulgaria;Veliki Preslav
1751;Bulgaria;Bansko
1752;Bulgaria;Omurtag
1753;Bulgaria;Kubrat
1754;Bulgaria;Svoge
1755;Bulgaria;Septemvri
1756;Bulgaria;Krichim
1757;Bulgaria;Lyaskovets
1758;Bulgaria;Rakitovo
1759;Bulgaria;Dryanovo
1760;Bulgaria;Devnya
1761;Bulgaria;Pirdop
1762;Bulgaria;Lyubimets
1763;Bulgaria;Beloslav
1764;Bulgaria;Khisarya
1765;Bulgaria;General-Toshevo
1766;Bulgaria;Slivnitsa
1767;Bulgaria;Vurshets
1768;Bulgaria;Devin
1769;Bulgaria;Simeonovgrad
1770;Myanmar;Rangoon
1771;Myanmar;Mandalay
1772;Myanmar;Mawlamyine
1773;Myanmar;Bago
1774;Myanmar;Pathein
1775;Myanmar;Monywa
1776;Myanmar;Akyab
1777;Myanmar;Meiktila
1778;Myanmar;Myeik
1779;Myanmar;Taunggyi
1780;Myanmar;Myingyan
1781;Myanmar;Dawei
1782;Myanmar;Prome
1783;Myanmar;Hinthada
1784;Myanmar;Lashio
1785;Myanmar;Pakokku
1786;Myanmar;Thaton
1787;Myanmar;Maymyo
1788;Myanmar;Yenangyaung
1789;Myanmar;Taungoo
1790;Myanmar;Thayetmyo
1791;Myanmar;Pyinmana
1792;Myanmar;Magway
1793;Myanmar;Myitkyina
1794;Myanmar;Chauk
1795;Myanmar;Mogok
1796;Myanmar;Nyaunglebin
1797;Myanmar;Mudon
1798;Myanmar;Shwebo
1799;Myanmar;Sagaing
1800;Myanmar;Taungdwingyi
1801;Myanmar;Syriam
1802;Myanmar;Bogale
1803;Myanmar;Pyapon
1804;Myanmar;Yamethin
1805;Myanmar;Kanbe
1806;Myanmar;Myaydo
1807;Myanmar;Minbu
1808;Myanmar;Tharyarwady
1809;Myanmar;Thongwa
1810;Myanmar;Kyaiklat
1811;Myanmar;Maubin
1812;Myanmar;Kyaukse
1813;Myanmar;Kyaikto
1814;Myanmar;Martaban
1815;Myanmar;Kyaikkami
1816;Myanmar;Bhamo
1817;Myanmar;Twante
1818;Myanmar;Mawlaik
1819;Myanmar;Wakema
1820;Myanmar;Myanaung
1821;Myanmar;Pyu
1822;Myanmar;Kayan
1823;Myanmar;Nyaungdon
1824;Myanmar;Mawlamyinegyunn
1825;Myanmar;Thanatpin
1826;Myanmar;Letpandan
1827;Myanmar;Paungde
1828;Myanmar;Loikaw
1829;Myanmar;Falam
1830;Myanmar;Pagan
1831;Cambodia;Phnom Penh
1832;Cambodia;Kampong Saom
1833;Cambodia;Batdambang
1834;Cambodia;Siemreab
1835;Cambodia;Kampong Chhnang
1836;Cambodia;Kampong Cham
1837;Cambodia;Pouthisat
1838;Cambodia;Ta Khmau
1839;Cambodia;Phumi Veal Sre
1840;Cambodia;Kampong Spoe
1841;Cambodia;Krong Kaoh Kong
1842;Cambodia;Phnum Tbeng Meanchey
1843;Cambodia;Sisophon
1844;Cambodia;Kampot
1845;Cambodia;Kracheh
1846;Cambodia;Kampong Thum
1847;Cambodia;Lumphat
1848;Cambodia;Pailin
1849;Cambodia;Krong Keb
1850;Cambodia;Senmonourom
1851;Cameroon;Douala
1852;Cameroon;Yaounde
1853;Cameroon;Garoua
1854;Cameroon;Kousseri
1855;Cameroon;Bamenda
1856;Cameroon;Maroua
1857;Cameroon;Bafoussam
1858;Cameroon;Mokolo
1859;Cameroon;Ngaoundere
1860;Cameroon;Bertoua
1861;Cameroon;Edea
1862;Cameroon;Loum
1863;Cameroon;Kumba
1864;Cameroon;Nkongsamba
